tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,value,channel,program,control,note,velocity
1776,note_on,0,0,0,,,,,,,,3,,,67,64
1776,note_on,0,0,0,,,,,,,,4,,,48,59
1776,note_on,0,0,0,,,,,,,,5,,,76,69
1776,note_on,0,0,0,,,,,,,,6,,,48,69
1795,note_on,19,0,0,,,,,,,,6,,,48,0
1795,note_on,0,0,0,,,,,,,,4,,,48,0
1795,note_on,0,0,0,,,,,,,,2,,,67,0
1795,note_on,0,0,0,,,,,,,,1,,,76,0
1795,note_on,0,0,0,,,,,,,,5,,,76,0
1800,note_on,5,0,0,,,,,,,,1,,,74,81
1800,note_on,0,0,0,,,,,,,,2,,,65,64
1800,note_on,0,0,0,,,,,,,,4,,,50,59
1800,note_on,0,0,0,,,,,,,,5,,,74,69
1800,note_on,0,0,0,,,,,,,,6,,,50,69
1817,note_on,17,0,0,,,,,,,,3,,,67,0
1819,note_on,2,0,0,,,,,,,,2,,,65,0
1819,note_on,0,0,0,,,,,,,,4,,,50,0
1819,note_on,0,0,0,,,,,,,,1,,,74,0
1819,note_on,0,0,0,,,,,,,,6,,,50,0
1819,note_on,0,0,0,,,,,,,,5,,,74,0
1824,note_on,5,0,0,,,,,,,,1,,,72,81
1824,note_on,0,0,0,,,,,,,,2,,,67,64
1824,note_on,0,0,0,,,,,,,,3,,,72,64
1824,note_on,0,0,0,,,,,,,,4,,,52,59
1824,note_on,0,0,0,,,,,,,,5,,,72,69
1824,note_on,0,0,0,,,,,,,,6,,,52,69
1865,note_on,41,0,0,,,,,,,,6,,,52,0
1865,note_on,0,0,0,,,,,,,,2,,,67,0
1865,note_on,0,0,0,,,,,,,,3,,,72,0
1865,note_on,0,0,0,,,,,,,,1,,,72,0
1865,note_on,0,0,0,,,,,,,,5,,,72,0
1865,note_on,0,0,0,,,,,,,,4,,,52,0
1872,note_on,7,0,0,,,,,,,,1,,,70,81
1872,note_on,0,0,0,,,,,,,,2,,,67,64
1872,note_on,0,0,0,,,,,,,,3,,,64,64
1872,note_on,0,0,0,,,,,,,,4,,,48,59
1872,note_on,0,0,0,,,,,,,,5,,,70,69
1872,note_on,0,0,0,,,,,,,,6,,,48,69
1913,note_on,41,0,0,,,,,,,,6,,,48,0
1913,note_on,0,0,0,,,,,,,,2,,,67,0
1913,note_on,0,0,0,,,,,,,,3,,,64,0
1913,note_on,0,0,0,,,,,,,,1,,,70,0
1913,note_on,0,0,0,,,,,,,,5,,,70,0
1913,note_on,0,0,0,,,,,,,,4,,,48,0
1920,note_on,7,0,0,,,,,,,,1,,,68,81
1920,note_on,0,0,0,,,,,,,,2,,,65,64
1920,note_on,0,0,0,,,,,,,,3,,,60,64
1920,note_on,0,0,0,,,,,,,,4,,,41,59
1920,note_on,0,0,0,,,,,,,,5,,,68,69
1920,note_on,0,0,0,,,,,,,,6,,,41,69
1924,note_on,4,0,0,,,,,,,,5,,,68,0
1924,note_on,0,0,0,,,,,,,,1,,,68,0
1926,note_on,2,0,0,,,,,,,,1,,,70,81
1926,note_on,0,0,0,,,,,,,,5,,,70,69
1930,note_on,4,0,0,,,,,,,,5,,,70,0
1930,note_on,0,0,0,,,,,,,,1,,,70,0
1932,note_on,2,0,0,,,,,,,,1,,,68,81
1932,note_on,0,0,0,,,,,,,,5,,,68,69
1941,note_on,9,0,0,,,,,,,,5,,,68,0
1941,note_on,0,0,0,,,,,,,,1,,,68,0
1944,note_on,3,0,0,,,,,,,,1,,,67,81
1944,note_on,0,0,0,,,,,,,,5,,,67,69
1961,note_on,17,0,0,,,,,,,,4,,,41,0
1961,note_on,0,0,0,,,,,,,,3,,,60,0
1961,note_on,0,0,0,,,,,,,,2,,,65,0
1961,note_on,0,0,0,,,,,,,,6,,,41,0
1963,note_on,2,0,0,,,,,,,,5,,,67,0
1963,note_on,0,0,0,,,,,,,,1,,,67,0
1968,note_on,5,0,0,,,,,,,,1,,,68,81
1968,note_on,0,0,0,,,,,,,,2,,,60,64
1968,note_on,0,0,0,,,,,,,,3,,,65,64
1968,note_on,0,0,0,,,,,,,,4,,,53,59
1968,note_on,0,0,0,,,,,,,,5,,,68,69
1968,note_on,0,0,0,,,,,,,,6,,,53,69
1987,note_on,19,0,0,,,,,,,,6,,,53,0
1987,note_on,0,0,0,,,,,,,,3,,,65,0
1987,note_on,0,0,0,,,,,,,,4,,,53,0
1992,note_on,5,0,0,,,,,,,,3,,,67,64
1992,note_on,0,0,0,,,,,,,,4,,,52,59
1992,note_on,0,0,0,,,,,,,,6,,,52,69
2009,note_on,17,0,0,,,,,,,,2,,,60,0
2011,note_on,2,0,0,,,,,,,,4,,,52,0
2011,note_on,0,0,0,,,,,,,,3,,,67,0
2011,note_on,0,0,0,,,,,,,,6,,,52,0
2016,note_on,5,0,0,,,,,,,,2,,,65,64
2016,note_on,0,0,0,,,,,,,,3,,,68,64
2016,note_on,0,0,0,,,,,,,,4,,,53,59
2016,note_on,0,0,0,,,,,,,,6,,,53,69
2035,note_on,19,0,0,,,,,,,,1,,,68,0
2035,note_on,0,0,0,,,,,,,,5,,,68,0
2040,note_on,5,0,0,,,,,,,,1,,,65,81
2040,note_on,0,0,0,,,,,,,,5,,,65,69
2057,note_on,17,0,0,,,,,,,,4,,,53,0
2057,note_on,0,0,0,,,,,,,,3,,,68,0
2057,note_on,0,0,0,,,,,,,,6,,,53,0
2059,note_on,2,0,0,,,,,,,,5,,,65,0
2059,note_on,0,0,0,,,,,,,,1,,,65,0
2064,note_on,5,0,0,,,,,,,,1,,,64,81
2064,note_on,0,0,0,,,,,,,,3,,,60,64
2064,note_on,0,0,0,,,,,,,,4,,,56,59
2064,note_on,0,0,0,,,,,,,,5,,,64,69
2064,note_on,0,0,0,,,,,,,,6,,,56,69
2083,note_on,19,0,0,,,,,,,,5,,,64,0
2083,note_on,0,0,0,,,,,,,,1,,,64,0
2088,note_on,5,0,0,,,,,,,,1,,,65,81
2088,note_on,0,0,0,,,,,,,,5,,,65,69
2105,note_on,17,0,0,,,,,,,,4,,,56,0
2105,note_on,0,0,0,,,,,,,,3,,,60,0
2105,note_on,0,0,0,,,,,,,,6,,,56,0
2107,note_on,2,0,0,,,,,,,,5,,,65,0
2107,note_on,0,0,0,,,,,,,,1,,,65,0
2112,note_on,5,0,0,,,,,,,,1,,,71,81
2112,note_on,0,0,0,,,,,,,,3,,,62,64
2112,note_on,0,0,0,,,,,,,,4,,,43,59
2112,note_on,0,0,0,,,,,,,,5,,,71,69
2112,note_on,0,0,0,,,,,,,,6,,,43,69
2131,note_on,19,0,0,,,,,,,,5,,,71,0
2131,note_on,0,0,0,,,,,,,,3,,,62,0
2131,note_on,0,0,0,,,,,,,,2,,,65,0
2131,note_on,0,0,0,,,,,,,,1,,,71,0
2136,note_on,5,0,0,,,,,,,,1,,,72,81
2136,note_on,0,0,0,,,,,,,,2,,,63,64
2136,note_on,0,0,0,,,,,,,,3,,,60,64
2136,note_on,0,0,0,,,,,,,,5,,,72,69
2153,note_on,17,0,0,,,,,,,,4,,,43,0
2153,note_on,0,0,0,,,,,,,,6,,,43,0
2155,note_on,2,0,0,,,,,,,,3,,,60,0
2155,note_on,0,0,0,,,,,,,,2,,,63,0
2155,note_on,0,0,0,,,,,,,,5,,,72,0
2155,note_on,0,0,0,,,,,,,,1,,,72,0
2160,note_on,5,0,0,,,,,,,,1,,,74,81
2160,note_on,0,0,0,,,,,,,,2,,,62,64
2160,note_on,0,0,0,,,,,,,,3,,,59,64
2160,note_on,0,0,0,,,,,,,,4,,,59,59
2160,note_on,0,0,0,,,,,,,,5,,,74,69
2160,note_on,0,0,0,,,,,,,,6,,,59,69
2179,note_on,19,0,0,,,,,,,,6,,,59,0
2179,note_on,0,0,0,,,,,,,,2,,,62,0
2179,note_on,0,0,0,,,,,,,,3,,,59,0
2179,note_on,0,0,0,,,,,,,,1,,,74,0
2179,note_on,0,0,0,,,,,,,,5,,,74,0
2179,note_on,0,0,0,,,,,,,,4,,,59,0
2184,note_on,5,0,0,,,,,,,,1,,,72,81
2184,note_on,0,0,0,,,,,,,,2,,,63,64
2184,note_on,0,0,0,,,,,,,,3,,,57,64
2184,note_on,0,0,0,,,,,,,,4,,,60,59
2184,note_on,0,0,0,,,,,,,,5,,,72,69
2184,note_on,0,0,0,,,,,,,,6,,,60,69
2203,note_on,19,0,0,,,,,,,,6,,,60,0
2203,note_on,0,0,0,,,,,,,,2,,,63,0
2203,note_on,0,0,0,,,,,,,,3,,,57,0
2203,note_on,0,0,0,,,,,,,,1,,,72,0
2203,note_on,0,0,0,,,,,,,,5,,,72,0
2203,note_on,0,0,0,,,,,,,,4,,,60,0
2208,note_on,5,0,0,,,,,,,,1,,,71,81
2208,note_on,0,0,0,,,,,,,,2,,,65,64
2208,note_on,0,0,0,,,,,,,,3,,,55,64
2208,note_on,0,0,0,,,,,,,,4,,,62,59
2208,note_on,0,0,0,,,,,,,,5,,,71,69
2208,note_on,0,0,0,,,,,,,,6,,,62,69
2227,note_on,19,0,0,,,,,,,,5,,,71,0
2227,note_on,0,0,0,,,,,,,,1,,,71,0
2232,note_on,5,0,0,,,,,,,,1,,,69,81
2232,note_on,0,0,0,,,,,,,,5,,,69,69
2249,note_on,17,0,0,,,,,,,,4,,,62,0
2249,note_on,0,0,0,,,,,,,,3,,,55,0
2249,note_on,0,0,0,,,,,,,,2,,,65,0
2249,note_on,0,0,0,,,,,,,,6,,,62,0
2251,note_on,2,0,0,,,,,,,,5,,,69,0
2251,note_on,0,0,0,,,,,,,,1,,,69,0
2256,note_on,5,0,0,,,,,,,,1,,,67,81
2256,note_on,0,0,0,,,,,,,,2,,,62,64
2256,note_on,0,0,0,,,,,,,,3,,,55,64
2256,note_on,0,0,0,,,,,,,,4,,,59,59
2256,note_on,0,0,0,,,,,,,,5,,,67,69
2256,note_on,0,0,0,,,,,,,,6,,,59,69
2275,note_on,19,0,0,,,,,,,,5,,,67,0
2275,note_on,0,0,0,,,,,,,,1,,,67,0
2280,note_on,5,0,0,,,,,,,,1,,,65,81
2280,note_on,0,0,0,,,,,,,,5,,,65,69
2297,note_on,17,0,0,,,,,,,,4,,,59,0
2297,note_on,0,0,0,,,,,,,,3,,,55,0
2297,note_on,0,0,0,,,,,,,,2,,,62,0
2297,note_on,0,0,0,,,,,,,,6,,,59,0
2299,note_on,2,0,0,,,,,,,,5,,,65,0
2299,note_on,0,0,0,,,,,,,,1,,,65,0
2304,note_on,5,0,0,,,,,,,,1,,,65,81
2304,note_on,0,0,0,,,,,,,,2,,,62,64
2304,note_on,0,0,0,,,,,,,,3,,,55,64
2304,note_on,0,0,0,,,,,,,,4,,,48,59
2304,note_on,0,0,0,,,,,,,,5,,,65,69
2304,note_on,0,0,0,,,,,,,,6,,,48,69
2308,note_on,4,0,0,,,,,,,,5,,,65,0
2308,note_on,0,0,0,,,,,,,,2,,,62,0
2308,note_on,0,0,0,,,,,,,,1,,,65,0
2310,note_on,2,0,0,,,,,,,,1,,,67,81
2310,note_on,0,0,0,,,,,,,,2,,,64,64
2310,note_on,0,0,0,,,,,,,,5,,,67,69
2314,note_on,4,0,0,,,,,,,,5,,,67,0
2314,note_on,0,0,0,,,,,,,,1,,,67,0
2314,note_on,0,0,0,,,,,,,,2,,,64,0
2316,note_on,2,0,0,,,,,,,,1,,,65,81
2316,note_on,0,0,0,,,,,,,,2,,,62,64
2316,note_on,0,0,0,,,,,,,,5,,,65,69
2320,note_on,4,0,0,,,,,,,,5,,,65,0
2320,note_on,0,0,0,,,,,,,,1,,,65,0
2320,note_on,0,0,0,,,,,,,,2,,,62,0
2322,note_on,2,0,0,,,,,,,,1,,,67,81
2322,note_on,0,0,0,,,,,,,,2,,,64,64
2322,note_on,0,0,0,,,,,,,,5,,,67,69
2326,note_on,4,0,0,,,,,,,,5,,,67,0
2326,note_on,0,0,0,,,,,,,,1,,,67,0
2326,note_on,0,0,0,,,,,,,,2,,,64,0
2328,note_on,2,0,0,,,,,,,,1,,,65,81
2328,note_on,0,0,0,,,,,,,,2,,,62,64
2328,note_on,0,0,0,,,,,,,,5,,,65,69
2345,note_on,17,0,0,,,,,,,,4,,,48,0
2345,note_on,0,0,0,,,,,,,,3,,,55,0
2345,note_on,0,0,0,,,,,,,,6,,,48,0
2347,note_on,2,0,0,,,,,,,,1,,,65,0
2347,note_on,0,0,0,,,,,,,,2,,,62,0
2347,note_on,0,0,0,,,,,,,,5,,,65,0
2352,note_on,5,0,0,,,,,,,,1,,,64,81
2352,note_on,0,0,0,,,,,,,,2,,,60,64
2352,note_on,0,0,0,,,,,,,,3,,,55,64
2352,note_on,0,0,0,,,,,,,,4,,,60,59
2352,note_on,0,0,0,,,,,,,,5,,,64,69
2352,note_on,0,0,0,,,,,,,,6,,,60,69
2371,note_on,19,0,0,,,,,,,,6,,,60,0
2371,note_on,0,0,0,,,,,,,,4,,,60,0
2376,note_on,5,0,0,,,,,,,,4,,,61,59
2376,note_on,0,0,0,,,,,,,,6,,,61,69
2393,note_on,17,0,0,,,,,,,,3,,,55,0
2393,note_on,0,0,0,,,,,,,,2,,,60,0
2395,note_on,2,0,0,,,,,,,,4,,,61,0
2395,note_on,0,0,0,,,,,,,,6,,,61,0
2400,note_on,5,0,0,,,,,,,,4,,,60,59
2400,note_on,0,0,0,,,,,,,,6,,,60,69
2419,note_on,19,0,0,,,,,,,,1,,,64,0
2419,note_on,0,0,0,,,,,,,,5,,,64,0
2424,note_on,5,0,0,,,,,,,,1,,,60,81
2424,note_on,0,0,0,,,,,,,,5,,,60,69
2441,note_on,17,0,0,,,,,,,,4,,,60,0
2441,note_on,0,0,0,,,,,,,,6,,,60,0
2443,note_on,2,0,0,,,,,,,,1,,,60,0
2443,note_on,0,0,0,,,,,,,,5,,,60,0
2448,note_on,5,0,0,,,,,,,,1,,,62,81
2448,note_on,0,0,0,,,,,,,,4,,,58,59
2448,note_on,0,0,0,,,,,,,,5,,,62,69
2448,note_on,0,0,0,,,,,,,,6,,,58,69
2467,note_on,19,0,0,,,,,,,,5,,,62,0
2467,note_on,0,0,0,,,,,,,,1,,,62,0
2472,note_on,5,0,0,,,,,,,,1,,,64,81
2472,note_on,0,0,0,,,,,,,,5,,,64,69
2489,note_on,17,0,0,,,,,,,,4,,,58,0
2489,note_on,0,0,0,,,,,,,,6,,,58,0
2491,note_on,2,0,0,,,,,,,,1,,,64,0
2491,note_on,0,0,0,,,,,,,,5,,,64,0
2496,note_on,5,0,0,,,,,,,,1,,,65,81
2496,note_on,0,0,0,,,,,,,,2,,,60,64
2496,note_on,0,0,0,,,,,,,,3,,,53,64
2496,note_on,0,0,0,,,,,,,,4,,,56,59
2496,note_on,0,0,0,,,,,,,,5,,,65,69
2496,note_on,0,0,0,,,,,,,,6,,,56,69
2537,note_on,41,0,0,,,,,,,,6,,,56,0
2537,note_on,0,0,0,,,,,,,,2,,,60,0
2537,note_on,0,0,0,,,,,,,,3,,,53,0
2537,note_on,0,0,0,,,,,,,,1,,,65,0
2537,note_on,0,0,0,,,,,,,,5,,,65,0
2537,note_on,0,0,0,,,,,,,,4,,,56,0
2544,note_on,7,0,0,,,,,,,,1,,,65,81
2544,note_on,0,0,0,,,,,,,,2,,,68,64
2544,note_on,0,0,0,,,,,,,,3,,,60,64
2544,note_on,0,0,0,,,,,,,,4,,,53,59
2544,note_on,0,0,0,,,,,,,,5,,,65,69
2544,note_on,0,0,0,,,,,,,,6,,,53,69
2563,note_on,19,0,0,,,,,,,,6,,,53,0
2563,note_on,0,0,0,,,,,,,,2,,,68,0
2563,note_on,0,0,0,,,,,,,,3,,,60,0
2563,note_on,0,0,0,,,,,,,,4,,,53,0
2568,note_on,5,0,0,,,,,,,,2,,,67,64
2568,note_on,0,0,0,,,,,,,,3,,,58,64
2568,note_on,0,0,0,,,,,,,,4,,,55,59
2568,note_on,0,0,0,,,,,,,,6,,,55,69
2587,note_on,19,0,0,,,,,,,,6,,,55,0
2587,note_on,0,0,0,,,,,,,,3,,,58,0
2587,note_on,0,0,0,,,,,,,,2,,,67,0
2587,note_on,0,0,0,,,,,,,,4,,,55,0
2592,note_on,5,0,0,,,,,,,,2,,,65,64
2592,note_on,0,0,0,,,,,,,,3,,,60,64
2592,note_on,0,0,0,,,,,,,,4,,,56,59
2592,note_on,0,0,0,,,,,,,,6,,,56,69
2611,note_on,19,0,0,,,,,,,,5,,,65,0
2611,note_on,0,0,0,,,,,,,,1,,,65,0
2616,note_on,5,0,0,,,,,,,,1,,,72,81
2616,note_on,0,0,0,,,,,,,,5,,,72,69
2633,note_on,17,0,0,,,,,,,,4,,,56,0
2633,note_on,0,0,0,,,,,,,,2,,,65,0
2633,note_on,0,0,0,,,,,,,,3,,,60,0
2633,note_on,0,0,0,,,,,,,,6,,,56,0
2635,note_on,2,0,0,,,,,,,,5,,,72,0
2635,note_on,0,0,0,,,,,,,,1,,,72,0
2640,note_on,5,0,0,,,,,,,,1,,,68,81
2640,note_on,0,0,0,,,,,,,,4,,,53,59
2640,note_on,0,0,0,,,,,,,,5,,,68,69
2640,note_on,0,0,0,,,,,,,,6,,,53,69
2659,note_on,19,0,0,,,,,,,,5,,,68,0
2659,note_on,0,0,0,,,,,,,,1,,,68,0
2664,note_on,5,0,0,,,,,,,,1,,,64,81
2664,note_on,0,0,0,,,,,,,,5,,,64,69
2681,note_on,17,0,0,,,,,,,,4,,,53,0
2681,note_on,0,0,0,,,,,,,,6,,,53,0
2683,note_on,2,0,0,,,,,,,,1,,,64,0
2683,note_on,0,0,0,,,,,,,,5,,,64,0
2688,note_on,5,0,0,,,,,,,,1,,,65,81
2688,note_on,0,0,0,,,,,,,,2,,,58,64
2688,note_on,0,0,0,,,,,,,,3,,,53,64
2688,note_on,0,0,0,,,,,,,,4,,,49,59
2688,note_on,0,0,0,,,,,,,,5,,,65,69
2688,note_on,0,0,0,,,,,,,,6,,,49,69
2707,note_on,19,0,0,,,,,,,,5,,,65,0
2707,note_on,0,0,0,,,,,,,,1,,,65,0
2712,note_on,5,0,0,,,,,,,,1,,,64,81
2712,note_on,0,0,0,,,,,,,,5,,,64,69
2729,note_on,17,0,0,,,,,,,,4,,,49,0
2729,note_on,0,0,0,,,,,,,,3,,,53,0
2729,note_on,0,0,0,,,,,,,,2,,,58,0
2729,note_on,0,0,0,,,,,,,,6,,,49,0
2731,note_on,2,0,0,,,,,,,,5,,,64,0
2731,note_on,0,0,0,,,,,,,,1,,,64,0
2736,note_on,5,0,0,,,,,,,,1,,,65,81
2736,note_on,0,0,0,,,,,,,,2,,,68,64
2736,note_on,0,0,0,,,,,,,,3,,,65,64
2736,note_on,0,0,0,,,,,,,,4,,,53,59
2736,note_on,0,0,0,,,,,,,,5,,,65,69
2736,note_on,0,0,0,,,,,,,,6,,,53,69
2755,note_on,19,0,0,,,,,,,,6,,,53,0
2755,note_on,0,0,0,,,,,,,,2,,,68,0
2755,note_on,0,0,0,,,,,,,,3,,,65,0
2755,note_on,0,0,0,,,,,,,,4,,,53,0
2760,note_on,5,0,0,,,,,,,,2,,,67,64
2760,note_on,0,0,0,,,,,,,,3,,,64,64
2760,note_on,0,0,0,,,,,,,,4,,,55,59
2760,note_on,0,0,0,,,,,,,,6,,,55,69
2779,note_on,19,0,0,,,,,,,,6,,,55,0
2779,note_on,0,0,0,,,,,,,,3,,,64,0
2779,note_on,0,0,0,,,,,,,,2,,,67,0
2779,note_on,0,0,0,,,,,,,,4,,,55,0
2784,note_on,5,0,0,,,,,,,,2,,,65,64
2784,note_on,0,0,0,,,,,,,,3,,,65,64
2784,note_on,0,0,0,,,,,,,,4,,,56,59
2784,note_on,0,0,0,,,,,,,,6,,,56,69
2803,note_on,19,0,0,,,,,,,,5,,,65,0
2803,note_on,0,0,0,,,,,,,,1,,,65,0
2808,note_on,5,0,0,,,,,,,,1,,,72,81
2808,note_on,0,0,0,,,,,,,,5,,,72,69
2825,note_on,17,0,0,,,,,,,,4,,,56,0
2825,note_on,0,0,0,,,,,,,,2,,,65,0
2825,note_on,0,0,0,,,,,,,,3,,,65,0
2825,note_on,0,0,0,,,,,,,,6,,,56,0
2827,note_on,2,0,0,,,,,,,,5,,,72,0
2827,note_on,0,0,0,,,,,,,,1,,,72,0
2832,note_on,5,0,0,,,,,,,,1,,,68,81
2832,note_on,0,0,0,,,,,,,,4,,,53,59
2832,note_on,0,0,0,,,,,,,,5,,,68,69
2832,note_on,0,0,0,,,,,,,,6,,,53,69
2851,note_on,19,0,0,,,,,,,,5,,,68,0
2851,note_on,0,0,0,,,,,,,,1,,,68,0
2856,note_on,5,0,0,,,,,,,,1,,,65,81
2856,note_on,0,0,0,,,,,,,,5,,,65,69
2873,note_on,17,0,0,,,,,,,,4,,,53,0
2873,note_on,0,0,0,,,,,,,,6,,,53,0
2875,note_on,2,0,0,,,,,,,,1,,,65,0
2875,note_on,0,0,0,,,,,,,,5,,,65,0
2880,note_on,5,0,0,,,,,,,,1,,,73,81
2880,note_on,0,0,0,,,,,,,,2,,,70,64
2880,note_on,0,0,0,,,,,,,,3,,,65,64
2880,note_on,0,0,0,,,,,,,,4,,,46,59
2880,note_on,0,0,0,,,,,,,,5,,,73,69
2880,note_on,0,0,0,,,,,,,,6,,,46,69
2892,note_on,12,0,0,,,,,,,,5,,,73,0
2896,note_on,4,0,0,,,,,,,,5,,,72,69
2908,note_on,12,0,0,,,,,,,,5,,,72,0
2912,note_on,4,0,0,,,,,,,,5,,,70,69
2921,note_on,9,0,0,,,,,,,,6,,,46,0
2921,note_on,0,0,0,,,,,,,,4,,,46,0
2921,note_on,0,0,0,,,,,,,,3,,,65,0
2921,note_on,0,0,0,,,,,,,,1,,,73,0
2921,note_on,0,0,0,,,,,,,,2,,,70,0
2924,note_on,3,0,0,,,,,,,,5,,,70,0
2928,note_on,4,0,0,,,,,,,,5,,,68,69
2940,note_on,12,0,0,,,,,,,,5,,,68,0
2944,note_on,4,0,0,,,,,,,,5,,,70,69
2956,note_on,12,0,0,,,,,,,,5,,,70,0
2960,note_on,4,0,0,,,,,,,,5,,,67,69
2972,note_on,12,0,0,,,,,,,,5,,,67,0
2976,note_on,4,0,0,,,,,,,,1,,,76,81
2976,note_on,0,0,0,,,,,,,,2,,,70,64
2976,note_on,0,0,0,,,,,,,,3,,,60,64
2976,note_on,0,0,0,,,,,,,,4,,,48,59
2976,note_on,0,0,0,,,,,,,,5,,,76,69
2976,note_on,0,0,0,,,,,,,,6,,,48,69
2988,note_on,12,0,0,,,,,,,,5,,,76,0
2992,note_on,4,0,0,,,,,,,,5,,,73,69
3004,note_on,12,0,0,,,,,,,,5,,,73,0
3008,note_on,4,0,0,,,,,,,,5,,,72,69
3017,note_on,9,0,0,,,,,,,,6,,,48,0
3017,note_on,0,0,0,,,,,,,,4,,,48,0
3017,note_on,0,0,0,,,,,,,,3,,,60,0
3017,note_on,0,0,0,,,,,,,,1,,,76,0
3017,note_on,0,0,0,,,,,,,,2,,,70,0
3020,note_on,3,0,0,,,,,,,,5,,,72,0
3024,note_on,4,0,0,,,,,,,,5,,,70,69
3036,note_on,12,0,0,,,,,,,,5,,,70,0
3040,note_on,4,0,0,,,,,,,,5,,,72,69
3052,note_on,12,0,0,,,,,,,,5,,,72,0
3056,note_on,4,0,0,,,,,,,,5,,,68,69
3068,note_on,12,0,0,,,,,,,,5,,,68,0
3072,note_on,4,0,0,,,,,,,,1,,,77,81
3072,note_on,0,0,0,,,,,,,,2,,,70,64
3072,note_on,0,0,0,,,,,,,,3,,,65,64
3072,note_on,0,0,0,,,,,,,,4,,,49,59
3072,note_on,0,0,0,,,,,,,,5,,,77,69
3072,note_on,0,0,0,,,,,,,,6,,,49,69
3084,note_on,12,0,0,,,,,,,,5,,,77,0
3088,note_on,4,0,0,,,,,,,,5,,,75,69
3100,note_on,12,0,0,,,,,,,,5,,,75,0
3104,note_on,4,0,0,,,,,,,,5,,,73,69
3113,note_on,9,0,0,,,,,,,,6,,,49,0
3113,note_on,0,0,0,,,,,,,,4,,,49,0
3113,note_on,0,0,0,,,,,,,,3,,,65,0
3113,note_on,0,0,0,,,,,,,,1,,,77,0
3113,note_on,0,0,0,,,,,,,,2,,,70,0
3116,note_on,3,0,0,,,,,,,,5,,,73,0
3120,note_on,4,0,0,,,,,,,,5,,,72,69
3132,note_on,12,0,0,,,,,,,,5,,,72,0
3136,note_on,4,0,0,,,,,,,,5,,,73,69
3148,note_on,12,0,0,,,,,,,,5,,,73,0
3152,note_on,4,0,0,,,,,,,,5,,,70,69
3164,note_on,12,0,0,,,,,,,,5,,,70,0
3168,note_on,4,0,0,,,,,,,,1,,,79,81
3168,note_on,0,0,0,,,,,,,,2,,,70,64
3168,note_on,0,0,0,,,,,,,,3,,,60,64
3168,note_on,0,0,0,,,,,,,,4,,,40,59
3168,note_on,0,0,0,,,,,,,,5,,,79,69
3168,note_on,0,0,0,,,,,,,,6,,,40,69
3180,note_on,12,0,0,,,,,,,,5,,,79,0
3184,note_on,4,0,0,,,,,,,,5,,,77,69
3196,note_on,12,0,0,,,,,,,,5,,,77,0
3200,note_on,4,0,0,,,,,,,,5,,,76,69
3209,note_on,9,0,0,,,,,,,,6,,,40,0
3209,note_on,0,0,0,,,,,,,,4,,,40,0
3209,note_on,0,0,0,,,,,,,,3,,,60,0
3209,note_on,0,0,0,,,,,,,,1,,,79,0
3209,note_on,0,0,0,,,,,,,,2,,,70,0
3212,note_on,3,0,0,,,,,,,,5,,,76,0
3216,note_on,4,0,0,,,,,,,,5,,,73,69
3228,note_on,12,0,0,,,,,,,,5,,,73,0
3232,note_on,4,0,0,,,,,,,,5,,,72,69
3244,note_on,12,0,0,,,,,,,,5,,,72,0
3248,note_on,4,0,0,,,,,,,,5,,,70,69
3260,note_on,12,0,0,,,,,,,,5,,,70,0
3264,note_on,4,0,0,,,,,,,,1,,,68,81
3264,note_on,0,0,0,,,,,,,,2,,,65,64
3264,note_on,0,0,0,,,,,,,,3,,,60,64
3264,note_on,0,0,0,,,,,,,,4,,,41,59
3264,note_on,0,0,0,,,,,,,,5,,,68,69
3264,note_on,0,0,0,,,,,,,,6,,,41,69
3276,note_on,12,0,0,,,,,,,,5,,,68,0
3280,note_on,4,0,0,,,,,,,,5,,,67,69
3292,note_on,12,0,0,,,,,,,,5,,,67,0
3296,note_on,4,0,0,,,,,,,,5,,,65,69
3305,note_on,9,0,0,,,,,,,,6,,,41,0
3305,note_on,0,0,0,,,,,,,,4,,,41,0
3305,note_on,0,0,0,,,,,,,,3,,,60,0
3305,note_on,0,0,0,,,,,,,,1,,,68,0
3305,note_on,0,0,0,,,,,,,,2,,,65,0
3308,note_on,3,0,0,,,,,,,,5,,,65,0
3312,note_on,4,0,0,,,,,,,,1,,,70,81
3312,note_on,0,0,0,,,,,,,,2,,,64,64
3312,note_on,0,0,0,,,,,,,,3,,,60,64
3312,note_on,0,0,0,,,,,,,,4,,,43,59
3312,note_on,0,0,0,,,,,,,,5,,,70,69
3312,note_on,0,0,0,,,,,,,,6,,,43,69
3324,note_on,12,0,0,,,,,,,,5,,,70,0
3328,note_on,4,0,0,,,,,,,,5,,,68,69
3340,note_on,12,0,0,,,,,,,,5,,,68,0
3344,note_on,4,0,0,,,,,,,,5,,,67,69
3353,note_on,9,0,0,,,,,,,,6,,,43,0
3353,note_on,0,0,0,,,,,,,,4,,,43,0
3353,note_on,0,0,0,,,,,,,,3,,,60,0
3353,note_on,0,0,0,,,,,,,,1,,,70,0
3353,note_on,0,0,0,,,,,,,,2,,,64,0
3356,note_on,3,0,0,,,,,,,,5,,,67,0
3360,note_on,4,0,0,,,,,,,,1,,,72,81
3360,note_on,0,0,0,,,,,,,,2,,,65,64
3360,note_on,0,0,0,,,,,,,,3,,,60,64
