tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,value,channel,program,control,note,velocity
29856,note_on,0,0,0,,,,,,,,6,,,43,38
29897,note_on,41,0,0,,,,,,,,6,,,43,0
29897,note_on,0,0,0,,,,,,,,1,,,70,0
29897,note_on,0,0,0,,,,,,,,3,,,67,0
29897,note_on,0,0,0,,,,,,,,2,,,63,0
29904,note_on,7,0,0,,,,,,,,4,,,43,14
29904,note_on,0,0,0,,,,,,,,6,,,55,45
29923,note_on,19,0,0,,,,,,,,5,,,75,0
29928,note_on,5,0,0,,,,,,,,5,,,75,61
29945,note_on,17,0,0,,,,,,,,6,,,55,0
29945,note_on,0,0,0,,,,,,,,4,,,43,0
29952,note_on,7,0,0,,,,,,,,4,,,41,14
29971,note_on,19,0,0,,,,,,,,5,,,75,0
29976,note_on,5,0,0,,,,,,,,5,,,77,53
29985,note_on,9,0,0,,,,,,,,5,,,77,0
29988,note_on,3,0,0,,,,,,,,5,,,79,59
29997,note_on,9,0,0,,,,,,,,5,,,79,0
30000,note_on,3,0,0,,,,,,,,1,,,72,14
30000,note_on,0,0,0,,,,,,,,2,,,68,14
30000,note_on,0,0,0,,,,,,,,3,,,60,14
30000,note_on,0,0,0,,,,,,,,5,,,80,53
30000,note_on,0,0,0,,,,,,,,6,,,53,39
30009,note_on,9,0,0,,,,,,,,5,,,80,0
30012,note_on,3,0,0,,,,,,,,5,,,77,56
30021,note_on,9,0,0,,,,,,,,5,,,77,0
30024,note_on,3,0,0,,,,,,,,5,,,72,50
30038,note_on,14,0,0,,,,,,,,4,,,41,0
30041,note_on,3,0,0,,,,,,,,2,,,68,0
30041,note_on,0,0,0,,,,,,,,3,,,60,0
30041,note_on,0,0,0,,,,,,,,1,,,72,0
30041,note_on,0,0,0,,,,,,,,6,,,53,0
30043,note_on,2,0,0,,,,,,,,5,,,72,0
30048,note_on,5,0,0,,,,,,,,1,,,80,14
30048,note_on,0,0,0,,,,,,,,2,,,61,14
30048,note_on,0,0,0,,,,,,,,3,,,65,14
30048,note_on,0,0,0,,,,,,,,5,,,73,52
30048,note_on,0,0,0,,,,,,,,6,,,41,50
30081,note_on,33,0,0,,,,,,,,5,,,73,0
30084,note_on,3,0,0,,,,,,,,5,,,72,47
30089,note_on,5,0,0,,,,,,,,3,,,65,0
30089,note_on,0,0,0,,,,,,,,6,,,41,0
30089,note_on,0,0,0,,,,,,,,1,,,80,0
30089,note_on,0,0,0,,,,,,,,2,,,61,0
30093,note_on,4,0,0,,,,,,,,5,,,72,0
30096,note_on,3,0,0,,,,,,,,4,,,53,14
30096,note_on,0,0,0,,,,,,,,5,,,70,44
30096,note_on,0,0,0,,,,,,,,6,,,53,47
30105,note_on,9,0,0,,,,,,,,5,,,70,0
30108,note_on,3,0,0,,,,,,,,5,,,72,54
30117,note_on,9,0,0,,,,,,,,5,,,72,0
30120,note_on,3,0,0,,,,,,,,5,,,73,50
30137,note_on,17,0,0,,,,,,,,6,,,53,0
30137,note_on,0,0,0,,,,,,,,4,,,53,0
30139,note_on,2,0,0,,,,,,,,5,,,73,0
30144,note_on,5,0,0,,,,,,,,4,,,51,14
30144,note_on,0,0,0,,,,,,,,5,,,68,45
30153,note_on,9,0,0,,,,,,,,5,,,68,0
30156,note_on,3,0,0,,,,,,,,5,,,67,45
30177,note_on,21,0,0,,,,,,,,5,,,67,0
30180,note_on,3,0,0,,,,,,,,5,,,68,56
30184,note_on,4,0,0,,,,,,,,5,,,68,0
30186,note_on,2,0,0,,,,,,,,5,,,70,42
30190,note_on,4,0,0,,,,,,,,5,,,70,0
30192,note_on,2,0,0,,,,,,,,1,,,79,14
30192,note_on,0,0,0,,,,,,,,2,,,67,14
30192,note_on,0,0,0,,,,,,,,3,,,58,14
30192,note_on,0,0,0,,,,,,,,5,,,70,43
30192,note_on,0,0,0,,,,,,,,6,,,51,34
30196,note_on,4,0,0,,,,,,,,5,,,70,0
30198,note_on,2,0,0,,,,,,,,5,,,72,57
30202,note_on,4,0,0,,,,,,,,5,,,72,0
30204,note_on,2,0,0,,,,,,,,5,,,70,54
30208,note_on,4,0,0,,,,,,,,5,,,70,0
30210,note_on,2,0,0,,,,,,,,5,,,68,52
30214,note_on,4,0,0,,,,,,,,5,,,68,0
30216,note_on,2,0,0,,,,,,,,5,,,70,46
30230,note_on,14,0,0,,,,,,,,4,,,51,0
30233,note_on,3,0,0,,,,,,,,2,,,67,0
30233,note_on,0,0,0,,,,,,,,3,,,58,0
30233,note_on,0,0,0,,,,,,,,1,,,79,0
30233,note_on,0,0,0,,,,,,,,6,,,51,0
30235,note_on,2,0,0,,,,,,,,5,,,70,0
30240,note_on,5,0,0,,,,,,,,1,,,72,14
30240,note_on,0,0,0,,,,,,,,2,,,63,14
30240,note_on,0,0,0,,,,,,,,3,,,55,14
30240,program_change,0,0,0,,,,,,,,4,42,,,
30240,note_on,0,0,0,,,,,,,,5,,,72,51
30240,note_on,0,0,0,,,,,,,,6,,,39,39
30281,note_on,41,0,0,,,,,,,,6,,,39,0
30281,note_on,0,0,0,,,,,,,,1,,,72,0
30281,note_on,0,0,0,,,,,,,,3,,,55,0
30281,note_on,0,0,0,,,,,,,,2,,,63,0
30288,note_on,7,0,0,,,,,,,,4,,,39,14
30288,note_on,0,0,0,,,,,,,,6,,,51,31
30292,note_on,4,0,0,,,,,,,,5,,,72,0
30294,note_on,2,0,0,,,,,,,,5,,,70,46
30298,note_on,4,0,0,,,,,,,,5,,,70,0
30300,note_on,2,0,0,,,,,,,,5,,,68,49
30304,note_on,4,0,0,,,,,,,,5,,,68,0
30306,note_on,2,0,0,,,,,,,,5,,,67,46
30310,note_on,4,0,0,,,,,,,,5,,,67,0
30312,note_on,2,0,0,,,,,,,,5,,,68,59
30316,note_on,4,0,0,,,,,,,,5,,,68,0
30318,note_on,2,0,0,,,,,,,,5,,,72,55
30322,note_on,4,0,0,,,,,,,,5,,,72,0
30324,note_on,2,0,0,,,,,,,,5,,,64,42
30329,note_on,5,0,0,,,,,,,,6,,,51,0
30329,note_on,0,0,0,,,,,,,,4,,,39,0
30333,note_on,4,0,0,,,,,,,,5,,,64,0
30336,program_change,3,0,0,,,,,,,,1,40,,,
30336,program_change,0,0,0,,,,,,,,2,40,,,
30336,program_change,0,0,0,,,,,,,,3,41,,,
30336,note_on,0,0,0,,,,,,,,4,,,37,14
30336,note_on,0,0,0,,,,,,,,5,,,65,56
30355,note_on,19,0,0,,,,,,,,5,,,65,0
30360,note_on,5,0,0,,,,,,,,5,,,77,53
30384,note_on,24,0,0,,,,,,,,1,,,68,14
30384,note_on,0,0,0,,,,,,,,2,,,65,14
30384,note_on,0,0,0,,,,,,,,3,,,61,14
30384,note_on,0,0,0,,,,,,,,6,,,49,28
30393,note_on,9,0,0,,,,,,,,5,,,77,0
30396,note_on,3,0,0,,,,,,,,5,,,79,53
30400,note_on,4,0,0,,,,,,,,5,,,79,0
30402,note_on,2,0,0,,,,,,,,5,,,77,58
30406,note_on,4,0,0,,,,,,,,5,,,77,0
30408,note_on,2,0,0,,,,,,,,5,,,76,45
30417,note_on,9,0,0,,,,,,,,5,,,76,0
30420,note_on,3,0,0,,,,,,,,5,,,77,53
30425,note_on,5,0,0,,,,,,,,6,,,49,0
30425,note_on,0,0,0,,,,,,,,3,,,61,0
30425,note_on,0,0,0,,,,,,,,2,,,65,0
30425,note_on,0,0,0,,,,,,,,1,,,68,0
30429,note_on,4,0,0,,,,,,,,5,,,77,0
30432,note_on,3,0,0,,,,,,,,1,,,65,14
30432,note_on,0,0,0,,,,,,,,2,,,77,14
30432,note_on,0,0,0,,,,,,,,3,,,56,14
30432,note_on,0,0,0,,,,,,,,5,,,72,47
30432,note_on,0,0,0,,,,,,,,6,,,37,37
30473,note_on,41,0,0,,,,,,,,6,,,37,0
30473,note_on,0,0,0,,,,,,,,1,,,65,0
30473,note_on,0,0,0,,,,,,,,2,,,77,0
30473,note_on,0,0,0,,,,,,,,3,,,56,0
30473,note_on,0,0,0,,,,,,,,5,,,72,0
30480,note_on,7,0,0,,,,,,,,1,,,77,14
30480,note_on,0,0,0,,,,,,,,2,,,70,14
30480,note_on,0,0,0,,,,,,,,3,,,53,14
30480,note_on,0,0,0,,,,,,,,5,,,70,45
30480,note_on,0,0,0,,,,,,,,6,,,49,28
30513,note_on,33,0,0,,,,,,,,5,,,70,0
30514,note_on,1,0,0,,,,,,,,4,,,37,0
30516,note_on,2,0,0,,,,,,,,5,,,72,47
30521,note_on,5,0,0,,,,,,,,3,,,53,0
30521,note_on,0,0,0,,,,,,,,2,,,70,0
30521,note_on,0,0,0,,,,,,,,6,,,49,0
30525,note_on,4,0,0,,,,,,,,5,,,72,0
30528,note_on,3,0,0,,,,,,,,2,,,68,14
30528,note_on,0,0,0,,,,,,,,3,,,60,14
30528,note_on,0,0,0,,,,,,,,4,,,36,14
30528,note_on,0,0,0,,,,,,,,5,,,72,38
30528,note_on,0,0,0,,,,,,,,6,,,48,43
30569,note_on,41,0,0,,,,,,,,2,,,68,0
30569,note_on,0,0,0,,,,,,,,1,,,77,0
30576,note_on,7,0,0,,,,,,,,1,,,79,14
30576,note_on,0,0,0,,,,,,,,2,,,70,14
30595,note_on,19,0,0,,,,,,,,2,,,70,0
30595,note_on,0,0,0,,,,,,,,1,,,79,0
30600,note_on,5,0,0,,,,,,,,1,,,77,14
30600,note_on,0,0,0,,,,,,,,2,,,68,14
30619,note_on,19,0,0,,,,,,,,2,,,68,0
30619,note_on,0,0,0,,,,,,,,1,,,77,0
30624,note_on,5,0,0,,,,,,,,1,,,77,14
30624,note_on,0,0,0,,,,,,,,2,,,68,14
30643,note_on,19,0,0,,,,,,,,2,,,68,0
30643,note_on,0,0,0,,,,,,,,1,,,77,0
30648,note_on,5,0,0,,,,,,,,1,,,76,14
30648,note_on,0,0,0,,,,,,,,2,,,67,14
30667,note_on,19,0,0,,,,,,,,2,,,67,0
30667,note_on,0,0,0,,,,,,,,1,,,76,0
30672,note_on,5,0,0,,,,,,,,1,,,76,14
30672,note_on,0,0,0,,,,,,,,2,,,67,14
30691,note_on,19,0,0,,,,,,,,2,,,67,0
30691,note_on,0,0,0,,,,,,,,1,,,76,0
30696,note_on,5,0,0,,,,,,,,1,,,74,14
30696,note_on,0,0,0,,,,,,,,2,,,65,14
30715,note_on,19,0,0,,,,,,,,2,,,65,0
30715,note_on,0,0,0,,,,,,,,1,,,74,0
30720,note_on,5,0,0,,,,,,,,1,,,76,14
30720,note_on,0,0,0,,,,,,,,2,,,67,14
30898,note_on,178,0,0,,,,,,,,2,,,67,0
30898,note_on,0,0,0,,,,,,,,6,,,48,0
30898,note_on,0,0,0,,,,,,,,3,,,60,0
30898,note_on,0,0,0,,,,,,,,4,,,36,0
30898,note_on,0,0,0,,,,,,,,1,,,76,0
30898,note_on,0,0,0,,,,,,,,5,,,72,0
30912,set_tempo,14,1,0,,,,,,601323,,,,,,
30912,control_change,0,0,0,,,,,,,100,5,,7,,
30912,control_change,0,0,0,,,,,,,100,6,,7,,
31287,marker,375,1,0,,,,,,,,,,,,
31296,time_signature,9,1,0,3,8,12,8,,,,,,,,
31296,note_on,0,0,0,,,,,,,,1,,,65,74
31296,note_on,0,0,0,,,,,,,,2,,,60,74
31296,note_on,0,0,0,,,,,,,,3,,,56,74
31296,note_on,0,0,0,,,,,,,,4,,,53,74
31296,note_on,0,0,0,,,,,,,,5,,,65,46
31296,note_on,0,0,0,,,,,,,,6,,,53,48
31315,note_on,19,0,0,,,,,,,,5,,,65,0
31315,note_on,0,0,0,,,,,,,,1,,,65,0
31320,note_on,5,0,0,,,,,,,,1,,,67,74
31320,note_on,0,0,0,,,,,,,,5,,,67,45
31337,note_on,17,0,0,,,,,,,,4,,,53,0
31337,note_on,0,0,0,,,,,,,,3,,,56,0
31337,note_on,0,0,0,,,,,,,,2,,,60,0
31337,note_on,0,0,0,,,,,,,,6,,,53,0
31339,note_on,2,0,0,,,,,,,,5,,,67,0
31339,note_on,0,0,0,,,,,,,,1,,,67,0
31344,note_on,5,0,0,,,,,,,,1,,,68,74
31344,note_on,0,0,0,,,,,,,,2,,,65,74
31344,note_on,0,0,0,,,,,,,,3,,,60,74
31344,note_on,0,0,0,,,,,,,,4,,,41,74
31344,note_on,0,0,0,,,,,,,,5,,,68,49
31344,note_on,0,0,0,,,,,,,,6,,,41,43
31363,note_on,19,0,0,,,,,,,,5,,,68,0
31363,note_on,0,0,0,,,,,,,,1,,,68,0
31368,note_on,5,0,0,,,,,,,,1,,,70,74
31368,note_on,0,0,0,,,,,,,,5,,,70,34
31385,note_on,17,0,0,,,,,,,,4,,,41,0
31385,note_on,0,0,0,,,,,,,,3,,,60,0
31385,note_on,0,0,0,,,,,,,,2,,,65,0
31385,note_on,0,0,0,,,,,,,,6,,,41,0
31387,note_on,2,0,0,,,,,,,,5,,,70,0
31387,note_on,0,0,0,,,,,,,,1,,,70,0
31392,note_on,5,0,0,,,,,,,,1,,,72,74
31392,note_on,0,0,0,,,,,,,,2,,,68,74
31392,note_on,0,0,0,,,,,,,,3,,,65,74
31392,note_on,0,0,0,,,,,,,,4,,,53,74
31392,note_on,0,0,0,,,,,,,,5,,,72,43
31392,note_on,0,0,0,,,,,,,,6,,,53,59
31433,note_on,41,0,0,,,,,,,,5,,,72,0
31433,note_on,0,0,0,,,,,,,,3,,,65,0
31433,note_on,0,0,0,,,,,,,,1,,,72,0
31433,note_on,0,0,0,,,,,,,,2,,,68,0
31440,note_on,7,0,0,,,,,,,,1,,,68,74
31440,note_on,0,0,0,,,,,,,,2,,,65,74
31440,note_on,0,0,0,,,,,,,,3,,,60,74
31440,note_on,0,0,0,,,,,,,,5,,,68,50
31459,note_on,19,0,0,,,,,,,,4,,,53,0
31459,note_on,0,0,0,,,,,,,,6,,,53,0
31464,note_on,5,0,0,,,,,,,,4,,,55,74
31464,note_on,0,0,0,,,,,,,,6,,,55,53
31481,note_on,17,0,0,,,,,,,,3,,,60,0
31481,note_on,0,0,0,,,,,,,,1,,,68,0
31481,note_on,0,0,0,,,,,,,,2,,,65,0
31481,note_on,0,0,0,,,,,,,,5,,,68,0
31483,note_on,2,0,0,,,,,,,,6,,,55,0
31483,note_on,0,0,0,,,,,,,,4,,,55,0
31488,note_on,5,0,0,,,,,,,,1,,,72,74
31488,note_on,0,0,0,,,,,,,,2,,,65,74
31488,note_on,0,0,0,,,,,,,,3,,,60,74
31488,note_on,0,0,0,,,,,,,,4,,,56,74
31488,note_on,0,0,0,,,,,,,,5,,,72,56
31488,note_on,0,0,0,,,,,,,,6,,,56,57
31507,note_on,19,0,0,,,,,,,,6,,,56,0
31507,note_on,0,0,0,,,,,,,,4,,,56,0
31512,note_on,5,0,0,,,,,,,,4,,,58,74
31512,note_on,0,0,0,,,,,,,,6,,,58,53
31529,note_on,17,0,0,,,,,,,,3,,,60,0
31529,note_on,0,0,0,,,,,,,,5,,,72,0
31529,note_on,0,0,0,,,,,,,,1,,,72,0
31529,note_on,0,0,0,,,,,,,,2,,,65,0
31531,note_on,2,0,0,,,,,,,,6,,,58,0
31531,note_on,0,0,0,,,,,,,,4,,,58,0
31536,note_on,5,0,0,,,,,,,,1,,,76,74
31536,note_on,0,0,0,,,,,,,,2,,,70,74
31536,note_on,0,0,0,,,,,,,,3,,,60,74
31536,note_on,0,0,0,,,,,,,,4,,,55,74
31536,note_on,0,0,0,,,,,,,,5,,,76,51
31536,note_on,0,0,0,,,,,,,,6,,,55,58
31555,note_on,19,0,0,,,,,,,,6,,,55,0
31555,note_on,0,0,0,,,,,,,,4,,,55,0
31560,note_on,5,0,0,,,,,,,,4,,,56,74
31560,note_on,0,0,0,,,,,,,,6,,,56,57
31577,note_on,17,0,0,,,,,,,,3,,,60,0
31579,note_on,2,0,0,,,,,,,,4,,,56,0
31579,note_on,0,0,0,,,,,,,,6,,,56,0
31584,note_on,5,0,0,,,,,,,,3,,,60,74
31584,note_on,0,0,0,,,,,,,,4,,,53,74
31584,note_on,0,0,0,,,,,,,,6,,,55,44
31593,note_on,9,0,0,,,,,,,,6,,,55,0
31596,note_on,3,0,0,,,,,,,,6,,,53,48
31605,note_on,9,0,0,,,,,,,,6,,,53,0
31608,note_on,3,0,0,,,,,,,,6,,,55,49
31617,note_on,9,0,0,,,,,,,,6,,,55,0
31620,note_on,3,0,0,,,,,,,,6,,,53,47
31625,note_on,5,0,0,,,,,,,,5,,,76,0
31625,note_on,0,0,0,,,,,,,,2,,,70,0
31625,note_on,0,0,0,,,,,,,,1,,,76,0
31629,note_on,4,0,0,,,,,,,,6,,,53,0
31632,note_on,3,0,0,,,,,,,,1,,,77,74
31632,note_on,0,0,0,,,,,,,,2,,,68,74
31632,note_on,0,0,0,,,,,,,,5,,,77,51
31632,note_on,0,0,0,,,,,,,,6,,,55,59
31641,note_on,9,0,0,,,,,,,,6,,,55,0
31644,note_on,3,0,0,,,,,,,,6,,,53,51
31653,note_on,9,0,0,,,,,,,,6,,,53,0
31656,note_on,3,0,0,,,,,,,,6,,,55,54
31665,note_on,9,0,0,,,,,,,,6,,,55,0
31668,note_on,3,0,0,,,,,,,,6,,,53,50
31670,note_on,2,0,0,,,,,,,,4,,,53,0
31673,note_on,3,0,0,,,,,,,,5,,,77,0
31673,note_on,0,0,0,,,,,,,,2,,,68,0
31673,note_on,0,0,0,,,,,,,,3,,,60,0
31673,note_on,0,0,0,,,,,,,,1,,,77,0
31677,note_on,4,0,0,,,,,,,,6,,,53,0
31680,note_on,3,0,0,,,,,,,,1,,,72,74
31680,note_on,0,0,0,,,,,,,,2,,,67,74
31680,note_on,0,0,0,,,,,,,,3,,,60,74
31680,note_on,0,0,0,,,,,,,,4,,,52,74
31680,note_on,0,0,0,,,,,,,,5,,,72,51
31680,note_on,0,0,0,,,,,,,,6,,,52,48
31721,note_on,41,0,0,,,,,,,,6,,,52,0
31721,note_on,0,0,0,,,,,,,,2,,,67,0
31721,note_on,0,0,0,,,,,,,,3,,,60,0
31721,note_on,0,0,0,,,,,,,,1,,,72,0
31721,note_on,0,0,0,,,,,,,,5,,,72,0
31721,note_on,0,0,0,,,,,,,,4,,,52,0
31728,note_on,7,0,0,,,,,,,,1,,,70,74
31728,note_on,0,0,0,,,,,,,,2,,,67,74
31728,note_on,0,0,0,,,,,,,,3,,,60,74
31728,note_on,0,0,0,,,,,,,,4,,,53,74
31728,note_on,0,0,0,,,,,,,,5,,,70,30
31728,note_on,0,0,0,,,,,,,,6,,,53,54
31737,note_on,9,0,0,,,,,,,,5,,,70,0
31737,note_on,0,0,0,,,,,,,,2,,,67,0
31737,note_on,0,0,0,,,,,,,,1,,,70,0
31740,note_on,3,0,0,,,,,,,,1,,,68,74
31740,note_on,0,0,0,,,,,,,,2,,,65,74
31740,note_on,0,0,0,,,,,,,,5,,,68,40
31747,note_on,7,0,0,,,,,,,,4,,,53,0
31747,note_on,0,0,0,,,,,,,,6,,,53,0
31749,note_on,2,0,0,,,,,,,,1,,,68,0
31749,note_on,0,0,0,,,,,,,,2,,,65,0
31749,note_on,0,0,0,,,,,,,,5,,,68,0
31752,note_on,3,0,0,,,,,,,,1,,,70,74
31752,note_on,0,0,0,,,,,,,,2,,,67,74
31752,note_on,0,0,0,,,,,,,,4,,,55,74
31752,note_on,0,0,0,,,,,,,,5,,,70,39
31752,note_on,0,0,0,,,,,,,,6,,,55,60
31761,note_on,9,0,0,,,,,,,,5,,,70,0
31761,note_on,0,0,0,,,,,,,,2,,,67,0
31761,note_on,0,0,0,,,,,,,,1,,,70,0
31764,note_on,3,0,0,,,,,,,,1,,,68,74
31764,note_on,0,0,0,,,,,,,,2,,,65,74
31764,note_on,0,0,0,,,,,,,,5,,,68,48
31771,note_on,7,0,0,,,,,,,,6,,,55,0
31771,note_on,0,0,0,,,,,,,,4,,,55,0
31773,note_on,2,0,0,,,,,,,,1,,,68,0
31773,note_on,0,0,0,,,,,,,,2,,,65,0
31773,note_on,0,0,0,,,,,,,,5,,,68,0
31776,note_on,3,0,0,,,,,,,,1,,,70,74
31776,note_on,0,0,0,,,,,,,,2,,,67,74
31776,note_on,0,0,0,,,,,,,,4,,,56,74
31776,note_on,0,0,0,,,,,,,,5,,,70,40
31776,note_on,0,0,0,,,,,,,,6,,,56,63
31785,note_on,9,0,0,,,,,,,,5,,,70,0
31785,note_on,0,0,0,,,,,,,,2,,,67,0
31785,note_on,0,0,0,,,,,,,,1,,,70,0
31788,note_on,3,0,0,,,,,,,,1,,,68,74
31788,note_on,0,0,0,,,,,,,,2,,,65,74
31788,note_on,0,0,0,,,,,,,,5,,,68,43
31795,note_on,7,0,0,,,,,,,,6,,,56,0
31795,note_on,0,0,0,,,,,,,,4,,,56,0
31797,note_on,2,0,0,,,,,,,,1,,,68,0
31797,note_on,0,0,0,,,,,,,,2,,,65,0
31797,note_on,0,0,0,,,,,,,,5,,,68,0
31800,note_on,3,0,0,,,,,,,,1,,,70,74
31800,note_on,0,0,0,,,,,,,,2,,,67,74
31800,note_on,0,0,0,,,,,,,,4,,,58,74
31800,note_on,0,0,0,,,,,,,,5,,,70,45
31800,note_on,0,0,0,,,,,,,,6,,,58,61
31809,note_on,9,0,0,,,,,,,,5,,,70,0
31809,note_on,0,0,0,,,,,,,,2,,,67,0
31809,note_on,0,0,0,,,,,,,,1,,,70,0
31812,note_on,3,0,0,,,,,,,,1,,,68,74
31812,note_on,0,0,0,,,,,,,,2,,,65,74
31812,note_on,0,0,0,,,,,,,,5,,,68,42
31814,note_on,2,0,0,,,,,,,,3,,,60,0
31819,note_on,5,0,0,,,,,,,,4,,,58,0
31819,note_on,0,0,0,,,,,,,,6,,,58,0
31821,note_on,2,0,0,,,,,,,,1,,,68,0
31821,note_on,0,0,0,,,,,,,,2,,,65,0
31821,note_on,0,0,0,,,,,,,,5,,,68,0
31824,note_on,3,0,0,,,,,,,,1,,,67,74
31824,note_on,0,0,0,,,,,,,,2,,,64,74
31824,note_on,0,0,0,,,,,,,,3,,,60,74
31824,note_on,0,0,0,,,,,,,,4,,,60,74
31824,note_on,0,0,0,,,,,,,,5,,,67,38
31824,note_on,0,0,0,,,,,,,,6,,,60,55
31843,note_on,19,0,0,,,,,,,,6,,,60,0
31843,note_on,0,0,0,,,,,,,,4,,,60,0
31848,note_on,5,0,0,,,,,,,,4,,,58,74
31848,note_on,0,0,0,,,,,,,,6,,,58,56
31865,note_on,17,0,0,,,,,,,,3,,,60,0
31865,note_on,0,0,0,,,,,,,,5,,,67,0
31865,note_on,0,0,0,,,,,,,,1,,,67,0
31865,note_on,0,0,0,,,,,,,,2,,,64,0
31867,note_on,2,0,0,,,,,,,,6,,,58,0
31867,note_on,0,0,0,,,,,,,,4,,,58,0
31872,note_on,5,0,0,,,,,,,,1,,,65,74
31872,note_on,0,0,0,,,,,,,,2,,,60,74
31872,note_on,0,0,0,,,,,,,,3,,,60,74
31872,note_on,0,0,0,,,,,,,,4,,,56,74
31872,note_on,0,0,0,,,,,,,,5,,,65,38
31872,note_on,0,0,0,,,,,,,,6,,,56,59
31891,note_on,19,0,0,,,,,,,,5,,,65,0
31891,note_on,0,0,0,,,,,,,,1,,,65,0
31896,note_on,5,0,0,,,,,,,,1,,,67,74
31896,note_on,0,0,0,,,,,,,,5,,,67,51
31913,note_on,17,0,0,,,,,,,,4,,,56,0
31913,note_on,0,0,0,,,,,,,,3,,,60,0
31913,note_on,0,0,0,,,,,,,,2,,,60,0
31913,note_on,0,0,0,,,,,,,,6,,,56,0
31915,note_on,2,0,0,,,,,,,,5,,,67,0
31915,note_on,0,0,0,,,,,,,,1,,,67,0
31920,note_on,5,0,0,,,,,,,,1,,,68,74
31920,note_on,0,0,0,,,,,,,,2,,,65,74
31920,note_on,0,0,0,,,,,,,,3,,,60,74
31920,note_on,0,0,0,,,,,,,,4,,,53,74
31920,note_on,0,0,0,,,,,,,,5,,,68,51
31920,note_on,0,0,0,,,,,,,,6,,,53,60
31939,note_on,19,0,0,,,,,,,,5,,,68,0
31939,note_on,0,0,0,,,,,,,,1,,,68,0
31944,note_on,5,0,0,,,,,,,,1,,,70,74
31944,note_on,0,0,0,,,,,,,,5,,,70,51
31961,note_on,17,0,0,,,,,,,,4,,,53,0
31961,note_on,0,0,0,,,,,,,,3,,,60,0
31961,note_on,0,0,0,,,,,,,,2,,,65,0
31961,note_on,0,0,0,,,,,,,,6,,,53,0
31963,note_on,2,0,0,,,,,,,,5,,,70,0
31963,note_on,0,0,0,,,,,,,,1,,,70,0
31968,note_on,5,0,0,,,,,,,,1,,,72,74
31968,note_on,0,0,0,,,,,,,,2,,,67,74
31968,note_on,0,0,0,,,,,,,,3,,,60,74
31968,note_on,0,0,0,,,,,,,,4,,,52,74
31968,note_on,0,0,0,,,,,,,,5,,,72,54
31968,note_on,0,0,0,,,,,,,,6,,,52,57
32009,note_on,41,0,0,,,,,,,,6,,,52,0
32009,note_on,0,0,0,,,,,,,,2,,,67,0
32009,note_on,0,0,0,,,,,,,,3,,,60,0
32009,note_on,0,0,0,,,,,,,,1,,,72,0
32009,note_on,0,0,0,,,,,,,,5,,,72,0
32009,note_on,0,0,0,,,,,,,,4,,,52,0
32016,note_on,7,0,0,,,,,,,,1,,,68,74
32016,note_on,0,0,0,,,,,,,,2,,,65,74
32016,note_on,0,0,0,,,,,,,,3,,,60,74
32016,note_on,0,0,0,,,,,,,,4,,,53,74
32016,note_on,0,0,0,,,,,,,,5,,,68,48
32016,note_on,0,0,0,,,,,,,,6,,,53,49
32035,note_on,19,0,0,,,,,,,,6,,,53,0
32035,note_on,0,0,0,,,,,,,,4,,,53,0
32040,note_on,5,0,0,,,,,,,,4,,,55,74
32040,note_on,0,0,0,,,,,,,,6,,,55,55
32057,note_on,17,0,0,,,,,,,,3,,,60,0
32057,note_on,0,0,0,,,,,,,,5,,,68,0
32057,note_on,0,0,0,,,,,,,,1,,,68,0
32057,note_on,0,0,0,,,,,,,,2,,,65,0
32059,note_on,2,0,0,,,,,,,,6,,,55,0
32059,note_on,0,0,0,,,,,,,,4,,,55,0
32064,note_on,5,0,0,,,,,,,,1,,,72,74
32064,note_on,0,0,0,,,,,,,,2,,,65,74
32064,note_on,0,0,0,,,,,,,,3,,,60,74
32064,note_on,0,0,0,,,,,,,,4,,,56,74
32064,note_on,0,0,0,,,,,,,,5,,,72,55
32064,note_on,0,0,0,,,,,,,,6,,,56,63
32083,note_on,19,0,0,,,,,,,,6,,,56,0
32083,note_on,0,0,0,,,,,,,,4,,,56,0
32088,note_on,5,0,0,,,,,,,,4,,,55,74
32088,note_on,0,0,0,,,,,,,,6,,,55,63
32105,note_on,17,0,0,,,,,,,,3,,,60,0
32105,note_on,0,0,0,,,,,,,,5,,,72,0
32105,note_on,0,0,0,,,,,,,,1,,,72,0
32105,note_on,0,0,0,,,,,,,,2,,,65,0
32107,note_on,2,0,0,,,,,,,,6,,,55,0
32107,note_on,0,0,0,,,,,,,,4,,,55,0
32112,note_on,5,0,0,,,,,,,,1,,,77,74
32112,note_on,0,0,0,,,,,,,,2,,,72,74
32112,note_on,0,0,0,,,,,,,,3,,,68,74
32112,note_on,0,0,0,,,,,,,,4,,,56,74
32112,note_on,0,0,0,,,,,,,,5,,,77,46
32112,note_on,0,0,0,,,,,,,,6,,,56,63
32131,note_on,19,0,0,,,,,,,,6,,,56,0
32131,note_on,0,0,0,,,,,,,,4,,,56,0
32136,note_on,5,0,0,,,,,,,,4,,,53,74
32136,note_on,0,0,0,,,,,,,,6,,,53,63
32153,note_on,17,0,0,,,,,,,,3,,,68,0
32153,note_on,0,0,0,,,,,,,,5,,,77,0
32153,note_on,0,0,0,,,,,,,,1,,,77,0
32153,note_on,0,0,0,,,,,,,,2,,,72,0
