tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,control,value
56495,note_on,,448,0,1,,,,,,,,,,,,68,55,0,,
56507,note_on,,12,0,1,,,,,,,,,,,,62,40,0,,
56525,note_on,,18,0,1,,,,,,,,,,,,69,0,0,,
56537,note_on,,12,0,1,,,,,,,,,,,,61,0,0,,
56578,note_on,,41,0,1,,,,,,,,,,,,76,0,0,,
56651,note_on,,73,0,1,,,,,,,,,,,,68,0,0,,
56653,note_on,,2,0,1,,,,,,,,,,,,62,0,0,,
56769,note_on,,116,0,1,,,,,,,,,,,,61,54,0,,
56784,note_on,,15,0,1,,,,,,,,,,,,69,54,0,,
56788,note_on,,4,0,1,,,,,,,,,,,,76,54,0,,
56868,control_change,,80,0,1,,,,,,,,,,,,,,0,64,0
57022,control_change,,154,0,1,,,,,,,,,,,,,,0,64,127
57051,note_on,,29,0,1,,,,,,,,,,,,76,0,0,,
57179,note_on,,128,0,1,,,,,,,,,,,,69,0,0,,
57231,note_on,,52,0,1,,,,,,,,,,,,61,0,0,,
57242,note_on,,11,0,1,,,,,,,,,,,,76,80,0,,
57254,note_on,,12,0,1,,,,,,,,,,,,64,58,0,,
57256,note_on,,2,0,1,,,,,,,,,,,,73,56,0,,
57264,control_change,,8,0,1,,,,,,,,,,,,,,0,64,0
57392,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
57410,note_on,,18,0,1,,,,,,,,,,,,76,0,0,,
57418,note_on,,8,0,1,,,,,,,,,,,,73,0,0,,
57469,note_on,,51,0,1,,,,,,,,,,,,57,0,0,,
57532,note_on,,63,0,1,,,,,,,,,,,,64,0,0,,
57676,note_on,,144,0,1,,,,,,,,,,,,71,47,0,,
57710,note_on,,34,0,1,,,,,,,,,,,,57,54,0,,
57725,note_on,,15,0,1,,,,,,,,,,,,62,49,0,,
57725,control_change,,0,0,1,,,,,,,,,,,,,,0,64,0
57746,note_on,,21,0,1,,,,,,,,,,,,76,84,0,,
57761,note_on,,15,0,1,,,,,,,,,,,,71,0,0,,
57817,note_on,,56,0,1,,,,,,,,,,,,78,87,0,,
57831,note_on,,14,0,1,,,,,,,,,,,,76,0,0,,
57842,control_change,,11,0,1,,,,,,,,,,,,,,0,64,127
57886,note_on,,44,0,1,,,,,,,,,,,,76,100,0,,
57897,note_on,,11,0,1,,,,,,,,,,,,78,0,0,,
57947,note_on,,50,0,1,,,,,,,,,,,,78,93,0,,
57956,note_on,,9,0,1,,,,,,,,,,,,76,0,0,,
58021,note_on,,65,0,1,,,,,,,,,,,,76,96,0,,
58041,note_on,,20,0,1,,,,,,,,,,,,78,0,0,,
58065,note_on,,24,0,1,,,,,,,,,,,,76,0,0,,
58079,note_on,,14,0,1,,,,,,,,,,,,75,85,0,,
58129,note_on,,50,0,1,,,,,,,,,,,,76,102,0,,
58165,note_on,,36,0,1,,,,,,,,,,,,75,0,0,,
58246,note_on,,81,0,1,,,,,,,,,,,,78,92,0,,
58305,note_on,,59,0,1,,,,,,,,,,,,76,0,0,,
58487,note_on,,182,0,1,,,,,,,,,,,,80,90,0,,
58516,note_on,,29,0,1,,,,,,,,,,,,78,0,0,,
58641,note_on,,125,0,1,,,,,,,,,,,,80,0,0,,
58756,note_on,,115,0,1,,,,,,,,,,,,62,0,0,,
58764,note_on,,8,0,1,,,,,,,,,,,,81,72,0,,
58778,note_on,,14,0,1,,,,,,,,,,,,61,39,0,,
58783,note_on,,5,0,1,,,,,,,,,,,,69,45,0,,
58866,control_change,,83,0,1,,,,,,,,,,,,,,0,64,0
59083,control_change,,217,0,1,,,,,,,,,,,,,,0,64,127
59249,note_on,,166,0,1,,,,,,,,,,,,76,75,0,,
59259,note_on,,10,0,1,,,,,,,,,,,,81,0,0,,
59269,note_on,,10,0,1,,,,,,,,,,,,57,0,0,,
59328,note_on,,59,0,1,,,,,,,,,,,,61,0,0,,
59330,note_on,,2,0,1,,,,,,,,,,,,69,0,0,,
59335,note_on,,5,0,1,,,,,,,,,,,,76,0,0,,
59700,note_on,,365,0,1,,,,,,,,,,,,68,47,0,,
59704,note_on,,4,0,1,,,,,,,,,,,,76,67,0,,
59716,note_on,,12,0,1,,,,,,,,,,,,57,55,0,,
59730,note_on,,14,0,1,,,,,,,,,,,,59,37,0,,
59787,control_change,,57,0,1,,,,,,,,,,,,,,0,64,0
60004,control_change,,217,0,1,,,,,,,,,,,,,,0,64,127
60180,note_on,,176,0,1,,,,,,,,,,,,62,49,0,,
60186,note_on,,6,0,1,,,,,,,,,,,,71,54,0,,
60202,note_on,,16,0,1,,,,,,,,,,,,76,0,0,,
60226,note_on,,24,0,1,,,,,,,,,,,,68,0,0,,
60273,note_on,,47,0,1,,,,,,,,,,,,57,0,0,,
60277,note_on,,4,0,1,,,,,,,,,,,,59,0,0,,
60277,note_on,,0,0,1,,,,,,,,,,,,71,0,0,,
60305,note_on,,28,0,1,,,,,,,,,,,,62,0,0,,
60662,note_on,,357,0,1,,,,,,,,,,,,68,39,0,,
60669,note_on,,7,0,1,,,,,,,,,,,,57,45,0,,
60669,note_on,,0,0,1,,,,,,,,,,,,76,57,0,,
60682,note_on,,13,0,1,,,,,,,,,,,,59,36,0,,
60696,control_change,,14,0,1,,,,,,,,,,,,,,0,64,0
60889,control_change,,193,0,1,,,,,,,,,,,,,,0,64,127
60912,note_on,,23,0,1,,,,,,,,,,,,76,0,0,,
60954,note_on,,42,0,1,,,,,,,,,,,,68,0,0,,
61138,note_on,,184,0,1,,,,,,,,,,,,59,0,0,,
61186,note_on,,48,0,1,,,,,,,,,,,,76,61,0,,
61201,note_on,,15,0,1,,,,,,,,,,,,71,34,0,,
61201,note_on,,0,0,1,,,,,,,,,,,,62,29,0,,
61222,control_change,,21,0,1,,,,,,,,,,,,,,0,64,0
61371,note_on,,149,0,1,,,,,,,,,,,,76,0,0,,
61373,control_change,,2,0,1,,,,,,,,,,,,,,0,64,127
61408,note_on,,35,0,1,,,,,,,,,,,,57,0,0,,
61416,note_on,,8,0,1,,,,,,,,,,,,71,0,0,,
61468,note_on,,52,0,1,,,,,,,,,,,,62,0,0,,
61778,note_on,,310,0,1,,,,,,,,,,,,69,40,0,,
61804,note_on,,26,0,1,,,,,,,,,,,,61,29,0,,
61817,note_on,,13,0,1,,,,,,,,,,,,57,23,0,,
61875,control_change,,58,0,1,,,,,,,,,,,,,,0,64,0
62079,control_change,,204,0,1,,,,,,,,,,,,,,0,64,127
62217,note_on,,138,0,1,,,,,,,,,,,,61,0,0,,
62219,note_on,,2,0,1,,,,,,,,,,,,57,0,0,,
62222,note_on,,3,0,1,,,,,,,,,,,,69,0,0,,
62911,control_change,,689,0,1,,,,,,,,,,,,,,0,64,0
63351,note_on,,440,0,1,,,,,,,,,,,,45,60,0,,
63602,note_on,,251,0,1,,,,,,,,,,,,52,63,0,,
63801,note_on,,199,0,1,,,,,,,,,,,,60,56,0,,
63808,note_on,,7,0,1,,,,,,,,,,,,57,43,0,,
63821,note_on,,13,0,1,,,,,,,,,,,,52,0,0,,
63844,note_on,,23,0,1,,,,,,,,,,,,60,0,0,,
63853,note_on,,9,0,1,,,,,,,,,,,,57,0,0,,
64025,note_on,,172,0,1,,,,,,,,,,,,60,68,0,,
64031,note_on,,6,0,1,,,,,,,,,,,,57,43,0,,
64065,note_on,,34,0,1,,,,,,,,,,,,60,0,0,,
64076,note_on,,11,0,1,,,,,,,,,,,,57,0,0,,
64252,note_on,,176,0,1,,,,,,,,,,,,40,58,0,,
64307,note_on,,55,0,1,,,,,,,,,,,,45,0,0,,
64457,note_on,,150,0,1,,,,,,,,,,,,52,61,0,,
64667,note_on,,210,0,1,,,,,,,,,,,,56,44,0,,
64671,note_on,,4,0,1,,,,,,,,,,,,59,50,0,,
64699,note_on,,28,0,1,,,,,,,,,,,,52,0,0,,
64707,note_on,,8,0,1,,,,,,,,,,,,59,0,0,,
64712,note_on,,5,0,1,,,,,,,,,,,,56,0,0,,
64876,note_on,,164,0,1,,,,,,,,,,,,59,54,0,,
64885,note_on,,9,0,1,,,,,,,,,,,,56,49,0,,
64929,note_on,,44,0,1,,,,,,,,,,,,59,0,0,,
64938,note_on,,9,0,1,,,,,,,,,,,,56,0,0,,
65103,note_on,,165,0,1,,,,,,,,,,,,33,70,0,,
65167,note_on,,64,0,1,,,,,,,,,,,,40,0,0,,
65311,note_on,,144,0,1,,,,,,,,,,,,52,74,0,,
65521,note_on,,210,0,1,,,,,,,,,,,,61,72,0,,
65541,note_on,,20,0,1,,,,,,,,,,,,52,0,0,,
65557,note_on,,16,0,1,,,,,,,,,,,,61,0,0,,
65557,note_on,,0,0,1,,,,,,,,,,,,55,23,0,,
65565,note_on,,8,0,1,,,,,,,,,,,,57,18,0,,
65601,note_on,,36,0,1,,,,,,,,,,,,55,0,0,,
65603,note_on,,2,0,1,,,,,,,,,,,,57,0,0,,
65742,note_on,,139,0,1,,,,,,,,,,,,61,58,0,,
65757,note_on,,15,0,1,,,,,,,,,,,,55,43,0,,
65789,note_on,,32,0,1,,,,,,,,,,,,61,0,0,,
65806,note_on,,17,0,1,,,,,,,,,,,,55,0,0,,
65986,note_on,,180,0,1,,,,,,,,,,,,38,51,0,,
66041,note_on,,55,0,1,,,,,,,,,,,,33,0,0,,
66200,note_on,,159,0,1,,,,,,,,,,,,53,66,0,,
66416,note_on,,216,0,1,,,,,,,,,,,,62,63,0,,
66424,note_on,,8,0,1,,,,,,,,,,,,53,0,0,,
66426,note_on,,2,0,1,,,,,,,,,,,,57,47,0,,
66462,note_on,,36,0,1,,,,,,,,,,,,62,0,0,,
66466,note_on,,4,0,1,,,,,,,,,,,,57,0,0,,
66625,note_on,,159,0,1,,,,,,,,,,,,62,70,0,,
66631,note_on,,6,0,1,,,,,,,,,,,,57,63,0,,
66666,note_on,,35,0,1,,,,,,,,,,,,62,0,0,,
66666,note_on,,0,0,1,,,,,,,,,,,,57,0,0,,
66852,note_on,,186,0,1,,,,,,,,,,,,45,70,0,,
66941,note_on,,89,0,1,,,,,,,,,,,,38,0,0,,
67056,note_on,,115,0,1,,,,,,,,,,,,57,69,0,,
67257,note_on,,201,0,1,,,,,,,,,,,,61,56,0,,
67267,note_on,,10,0,1,,,,,,,,,,,,64,76,0,,
67293,note_on,,26,0,1,,,,,,,,,,,,57,0,0,,
67298,note_on,,5,0,1,,,,,,,,,,,,61,0,0,,
67302,note_on,,4,0,1,,,,,,,,,,,,64,0,0,,
67488,note_on,,186,0,1,,,,,,,,,,,,64,84,0,,
67490,note_on,,2,0,1,,,,,,,,,,,,61,67,0,,
67528,note_on,,38,0,1,,,,,,,,,,,,61,0,0,,
67533,note_on,,5,0,1,,,,,,,,,,,,64,0,0,,
67715,note_on,,182,0,1,,,,,,,,,,,,50,76,0,,
67897,note_on,,182,0,1,,,,,,,,,,,,45,0,0,,
67919,note_on,,22,0,1,,,,,,,,,,,,57,81,0,,
68132,note_on,,213,0,1,,,,,,,,,,,,65,78,0,,
68134,note_on,,2,0,1,,,,,,,,,,,,62,59,0,,
68164,note_on,,30,0,1,,,,,,,,,,,,57,0,0,,
68168,note_on,,4,0,1,,,,,,,,,,,,65,0,0,,
68172,note_on,,4,0,1,,,,,,,,,,,,62,0,0,,
68352,note_on,,180,0,1,,,,,,,,,,,,65,66,0,,
68360,note_on,,8,0,1,,,,,,,,,,,,62,55,0,,
68392,note_on,,32,0,1,,,,,,,,,,,,65,0,0,,
68400,note_on,,8,0,1,,,,,,,,,,,,62,0,0,,
68576,note_on,,176,0,1,,,,,,,,,,,,43,62,0,,
68729,note_on,,153,0,1,,,,,,,,,,,,50,0,0,,
68787,note_on,,58,0,1,,,,,,,,,,,,59,62,0,,
69003,note_on,,216,0,1,,,,,,,,,,,,67,57,0,,
69006,note_on,,3,0,1,,,,,,,,,,,,62,48,0,,
69012,note_on,,6,0,1,,,,,,,,,,,,59,0,0,,
69046,note_on,,34,0,1,,,,,,,,,,,,67,0,0,,
69050,note_on,,4,0,1,,,,,,,,,,,,62,0,0,,
69206,note_on,,156,0,1,,,,,,,,,,,,62,59,0,,
69229,note_on,,23,0,1,,,,,,,,,,,,67,47,0,,
69257,note_on,,28,0,1,,,,,,,,,,,,62,0,0,,
69276,note_on,,19,0,1,,,,,,,,,,,,67,0,0,,
69452,note_on,,176,0,1,,,,,,,,,,,,48,51,0,,
69523,note_on,,71,0,1,,,,,,,,,,,,43,0,0,,
69661,note_on,,138,0,1,,,,,,,,,,,,55,56,0,,
69889,note_on,,228,0,1,,,,,,,,,,,,64,56,0,,
69891,note_on,,2,0,1,,,,,,,,,,,,55,0,0,,
69917,note_on,,26,0,1,,,,,,,,,,,,60,13,0,,
69931,note_on,,14,0,1,,,,,,,,,,,,64,0,0,,
69962,note_on,,31,0,1,,,,,,,,,,,,60,0,0,,
70096,note_on,,134,0,1,,,,,,,,,,,,60,13,0,,
70099,note_on,,3,0,1,,,,,,,,,,,,64,54,0,,
70141,note_on,,42,0,1,,,,,,,,,,,,60,0,0,,
70164,note_on,,23,0,1,,,,,,,,,,,,64,0,0,,
70387,note_on,,223,0,1,,,,,,,,,,,,45,62,0,,
70451,note_on,,64,0,1,,,,,,,,,,,,48,0,0,,
70585,note_on,,134,0,1,,,,,,,,,,,,64,67,0,,
70792,note_on,,207,0,1,,,,,,,,,,,,72,81,0,,
70801,note_on,,9,0,1,,,,,,,,,,,,69,66,0,,
70817,note_on,,16,0,1,,,,,,,,,,,,64,0,0,,
70830,note_on,,13,0,1,,,,,,,,,,,,72,0,0,,
70836,note_on,,6,0,1,,,,,,,,,,,,69,0,0,,
71006,note_on,,170,0,1,,,,,,,,,,,,72,85,0,,
71006,note_on,,0,0,1,,,,,,,,,,,,69,79,0,,
71043,note_on,,37,0,1,,,,,,,,,,,,72,0,0,,
71045,note_on,,2,0,1,,,,,,,,,,,,69,0,0,,
71206,note_on,,161,0,1,,,,,,,,,,,,47,74,0,,
71258,note_on,,52,0,1,,,,,,,,,,,,45,0,0,,
71415,note_on,,157,0,1,,,,,,,,,,,,63,81,0,,
71641,note_on,,226,0,1,,,,,,,,,,,,66,66,0,,
71646,note_on,,5,0,1,,,,,,,,,,,,71,65,0,,
71672,note_on,,26,0,1,,,,,,,,,,,,63,0,0,,
71677,note_on,,5,0,1,,,,,,,,,,,,71,0,0,,
71679,note_on,,2,0,1,,,,,,,,,,,,66,0,0,,
71862,note_on,,183,0,1,,,,,,,,,,,,71,73,0,,
71866,note_on,,4,0,1,,,,,,,,,,,,66,66,0,,
71896,note_on,,30,0,1,,,,,,,,,,,,71,0,0,,
71906,note_on,,10,0,1,,,,,,,,,,,,66,0,0,,
72093,note_on,,187,0,1,,,,,,,,,,,,51,81,0,,
72186,note_on,,93,0,1,,,,,,,,,,,,47,0,0,,
72306,note_on,,120,0,1,,,,,,,,,,,,59,78,0,,
72508,note_on,,202,0,1,,,,,,,,,,,,66,78,0,,
72508,note_on,,0,0,1,,,,,,,,,,,,69,87,0,,
72542,note_on,,34,0,1,,,,,,,,,,,,59,0,0,,
72544,note_on,,2,0,1,,,,,,,,,,,,66,0,0,,
72550,note_on,,6,0,1,,,,,,,,,,,,69,0,0,,
72724,note_on,,174,0,1,,,,,,,,,,,,69,95,0,,
72726,note_on,,2,0,1,,,,,,,,,,,,66,87,0,,
72771,note_on,,45,0,1,,,,,,,,,,,,66,0,0,,
72780,note_on,,9,0,1,,,,,,,,,,,,69,0,0,,
72950,note_on,,170,0,1,,,,,,,,,,,,52,84,0,,
73123,note_on,,173,0,1,,,,,,,,,,,,51,0,0,,
73145,note_on,,22,0,1,,,,,,,,,,,,59,73,0,,
73358,note_on,,213,0,1,,,,,,,,,,,,68,73,0,,
73376,note_on,,18,0,1,,,,,,,,,,,,62,47,0,,
73383,note_on,,7,0,1,,,,,,,,,,,,59,0,0,,
73403,note_on,,20,0,1,,,,,,,,,,,,68,0,0,,
73421,note_on,,18,0,1,,,,,,,,,,,,62,0,0,,
73580,note_on,,159,0,1,,,,,,,,,,,,62,53,0,,
73594,note_on,,14,0,1,,,,,,,,,,,,68,52,0,,
73622,note_on,,28,0,1,,,,,,,,,,,,62,0,0,,
73637,note_on,,15,0,1,,,,,,,,,,,,68,0,0,,
73862,note_on,,225,0,1,,,,,,,,,,,,53,43,0,,
73943,note_on,,81,0,1,,,,,,,,,,,,52,0,0,,
74072,note_on,,129,0,1,,,,,,,,,,,,57,52,0,,
74272,note_on,,200,0,1,,,,,,,,,,,,60,57,0,,
74275,note_on,,3,0,1,,,,,,,,,,,,57,0,0,,
74281,note_on,,6,0,1,,,,,,,,,,,,69,55,0,,
74321,note_on,,40,0,1,,,,,,,,,,,,60,0,0,,
74321,note_on,,0,0,1,,,,,,,,,,,,69,0,0,,
74486,note_on,,165,0,1,,,,,,,,,,,,60,57,0,,
74499,note_on,,13,0,1,,,,,,,,,,,,69,66,0,,
74535,note_on,,36,0,1,,,,,,,,,,,,60,0,0,,
74546,note_on,,11,0,1,,,,,,,,,,,,69,0,0,,
74715,note_on,,169,0,1,,,,,,,,,,,,50,68,0,,
74777,note_on,,62,0,1,,,,,,,,,,,,53,0,0,,
74925,note_on,,148,0,1,,,,,,,,,,,,59,56,0,,
75128,note_on,,203,0,1,,,,,,,,,,,,65,44,0,,
75137,note_on,,9,0,1,,,,,,,,,,,,69,57,0,,
75141,note_on,,4,0,1,,,,,,,,,,,,59,0,0,,
75177,note_on,,36,0,1,,,,,,,,,,,,69,0,0,,
75179,note_on,,2,0,1,,,,,,,,,,,,65,0,0,,
75369,note_on,,190,0,1,,,,,,,,,,,,69,59,0,,
75371,note_on,,2,0,1,,,,,,,,,,,,65,44,0,,
75412,note_on,,41,0,1,,,,,,,,,,,,69,0,0,,
75422,note_on,,10,0,1,,,,,,,,,,,,65,0,0,,
75603,note_on,,181,0,1,,,,,,,,,,,,52,61,0,,
75642,note_on,,39,0,1,,,,,,,,,,,,50,0,0,,
75819,note_on,,177,0,1,,,,,,,,,,,,59,54,0,,
76021,note_on,,202,0,1,,,,,,,,,,,,59,0,0,,
76024,note_on,,3,0,1,,,,,,,,,,,,68,68,0,,
76062,note_on,,38,0,1,,,,,,,,,,,,62,25,0,,
76066,note_on,,4,0,1,,,,,,,,,,,,68,0,0,,
76116,note_on,,50,0,1,,,,,,,,,,,,62,0,0,,
76233,note_on,,117,0,1,,,,,,,,,,,,62,34,0,,
76240,note_on,,7,0,1,,,,,,,,,,,,68,69,0,,
76284,note_on,,44,0,1,,,,,,,,,,,,62,0,0,,
76284,note_on,,0,0,1,,,,,,,,,,,,68,0,0,,
76487,note_on,,203,0,1,,,,,,,,,,,,45,49,0,,
76531,note_on,,44,0,1,,,,,,,,,,,,52,0,0,,
76692,note_on,,161,0,1,,,,,,,,,,,,57,55,0,,
76915,note_on,,223,0,1,,,,,,,,,,,,57,0,0,,
76918,note_on,,3,0,1,,,,,,,,,,,,69,60,0,,
76926,note_on,,8,0,1,,,,,,,,,,,,60,39,0,,
76956,note_on,,30,0,1,,,,,,,,,,,,69,0,0,,
76982,note_on,,26,0,1,,,,,,,,,,,,60,0,0,,
77127,note_on,,145,0,1,,,,,,,,,,,,60,62,0,,
77127,note_on,,0,0,1,,,,,,,,,,,,69,82,0,,
77167,note_on,,40,0,1,,,,,,,,,,,,60,0,0,,
77174,note_on,,7,0,1,,,,,,,,,,,,69,0,0,,
77430,note_on,,256,0,1,,,,,,,,,,,,53,57,0,,
77433,note_on,,3,0,1,,,,,,,,,,,,41,58,0,,
77475,note_on,,42,0,1,,,,,,,,,,,,45,0,0,,
77658,note_on,,183,0,1,,,,,,,,,,,,63,68,0,,
77864,note_on,,206,0,1,,,,,,,,,,,,75,72,0,,
77876,note_on,,12,0,1,,,,,,,,,,,,72,71,0,,
77890,note_on,,14,0,1,,,,,,,,,,,,63,0,0,,
77908,note_on,,18,0,1,,,,,,,,,,,,75,0,0,,
77913,note_on,,5,0,1,,,,,,,,,,,,72,0,0,,
78070,note_on,,157,0,1,,,,,,,,,,,,72,91,0,,
78070,note_on,,0,0,1,,,,,,,,,,,,75,87,0,,
78203,note_on,,133,0,1,,,,,,,,,,,,75,0,0,,
78211,note_on,,8,0,1,,,,,,,,,,,,53,0,0,,
78219,note_on,,8,0,1,,,,,,,,,,,,41,0,0,,
78219,note_on,,0,0,1,,,,,,,,,,,,72,0,0,,
78285,note_on,,66,0,1,,,,,,,,,,,,53,79,0,,
78292,note_on,,7,0,1,,,,,,,,,,,,41,80,0,,
78486,note_on,,194,0,1,,,,,,,,,,,,63,95,0,,
78692,note_on,,206,0,1,,,,,,,,,,,,75,95,0,,
78694,note_on,,2,0,1,,,,,,,,,,,,71,85,0,,
78716,note_on,,22,0,1,,,,,,,,,,,,63,0,0,,
78725,note_on,,9,0,1,,,,,,,,,,,,71,0,0,,
78747,note_on,,22,0,1,,,,,,,,,,,,75,0,0,,
78907,note_on,,160,0,1,,,,,,,,,,,,75,97,0,,
78910,note_on,,3,0,1,,,,,,,,,,,,71,95,0,,
78996,note_on,,86,0,1,,,,,,,,,,,,75,0,0,,
79025,note_on,,29,0,1,,,,,,,,,,,,71,0,0,,
79029,note_on,,4,0,1,,,,,,,,,,,,41,0,0,,
79039,note_on,,10,0,1,,,,,,,,,,,,53,0,0,,
79119,note_on,,80,0,1,,,,,,,,,,,,53,103,0,,
79126,note_on,,7,0,1,,,,,,,,,,,,41,96,0,,
79332,note_on,,206,0,1,,,,,,,,,,,,63,107,0,,
79545,note_on,,213,0,1,,,,,,,,,,,,75,106,0,,
79547,note_on,,2,0,1,,,,,,,,,,,,69,103,0,,
79567,note_on,,20,0,1,,,,,,,,,,,,63,0,0,,
79584,note_on,,17,0,1,,,,,,,,,,,,69,0,0,,
79618,note_on,,34,0,1,,,,,,,,,,,,75,0,0,,
79760,note_on,,142,0,1,,,,,,,,,,,,69,105,0,,
79760,note_on,,0,0,1,,,,,,,,,,,,75,107,0,,
79812,note_on,,52,0,1,,,,,,,,,,,,69,0,0,,
79830,note_on,,18,0,1,,,,,,,,,,,,75,0,0,,
79848,note_on,,18,0,1,,,,,,,,,,,,41,0,0,,
79861,note_on,,13,0,1,,,,,,,,,,,,53,0,0,,
79985,note_on,,124,0,1,,,,,,,,,,,,52,97,0,,
79993,note_on,,8,0,1,,,,,,,,,,,,40,102,0,,
80197,note_on,,204,0,1,,,,,,,,,,,,64,97,0,,
80416,note_on,,219,0,1,,,,,,,,,,,,68,78,0,,
80427,note_on,,11,0,1,,,,,,,,,,,,64,0,0,,
80427,note_on,,0,0,1,,,,,,,,,,,,76,83,0,,
80451,note_on,,24,0,1,,,,,,,,,,,,68,0,0,,
80467,note_on,,16,0,1,,,,,,,,,,,,76,0,0,,
80639,note_on,,172,0,1,,,,,,,,,,,,76,79,0,,
80651,note_on,,12,0,1,,,,,,,,,,,,68,68,0,,
80671,note_on,,20,0,1,,,,,,,,,,,,76,0,0,,
80679,note_on,,8,0,1,,,,,,,,,,,,40,0,0,,
80689,note_on,,10,0,1,,,,,,,,,,,,68,0,0,,
80718,note_on,,29,0,1,,,,,,,,,,,,52,0,0,,
80930,note_on,,212,0,1,,,,,,,,,,,,53,52,0,,
81161,note_on,,231,0,1,,,,,,,,,,,,60,60,0,,
81391,note_on,,230,0,1,,,,,,,,,,,,69,54,0,,
81391,note_on,,0,0,1,,,,,,,,,,,,72,45,0,,
81396,note_on,,5,0,1,,,,,,,,,,,,60,0,0,,
81431,note_on,,35,0,1,,,,,,,,,,,,69,0,0,,
81442,note_on,,11,0,1,,,,,,,,,,,,72,0,0,,
81592,note_on,,150,0,1,,,,,,,,,,,,69,57,0,,
81592,note_on,,0,0,1,,,,,,,,,,,,72,60,0,,
81636,note_on,,44,0,1,,,,,,,,,,,,69,0,0,,
81641,note_on,,5,0,1,,,,,,,,,,,,72,0,0,,
81837,note_on,,196,0,1,,,,,,,,,,,,50,54,0,,
81891,note_on,,54,0,1,,,,,,,,,,,,53,0,0,,
82058,note_on,,167,0,1,,,,,,,,,,,,65,55,0,,
82250,note_on,,192,0,1,,,,,,,,,,,,65,0,0,,
82281,note_on,,31,0,1,,,,,,,,,,,,71,27,0,,
82294,note_on,,13,0,1,,,,,,,,,,,,69,23,0,,
82323,note_on,,29,0,1,,,,,,,,,,,,71,0,0,,
82340,note_on,,17,0,1,,,,,,,,,,,,69,0,0,,
82495,note_on,,155,0,1,,,,,,,,,,,,71,37,0,,
82527,note_on,,32,0,1,,,,,,,,,,,,69,22,0,,
82536,note_on,,9,0,1,,,,,,,,,,,,71,0,0,,
82568,note_on,,32,0,1,,,,,,,,,,,,69,0,0,,
82720,note_on,,152,0,1,,,,,,,,,,,,52,57,0,,
82754,note_on,,34,0,1,,,,,,,,,,,,50,0,0,,
82944,note_on,,190,0,1,,,,,,,,,,,,62,51,0,,
83128,note_on,,184,0,1,,,,,,,,,,,,71,37,0,,
83146,note_on,,18,0,1,,,,,,,,,,,,68,51,0,,
83169,note_on,,23,0,1,,,,,,,,,,,,71,0,0,,
83177,note_on,,8,0,1,,,,,,,,,,,,62,0,0,,
83190,note_on,,13,0,1,,,,,,,,,,,,68,0,0,,
83366,note_on,,176,0,1,,,,,,,,,,,,68,47,0,,
83380,note_on,,14,0,1,,,,,,,,,,,,71,37,0,,
83418,note_on,,38,0,1,,,,,,,,,,,,68,0,0,,
83421,note_on,,3,0,1,,,,,,,,,,,,71,0,0,,
83593,note_on,,172,0,1,,,,,,,,,,,,45,66,0,,
83637,note_on,,44,0,1,,,,,,,,,,,,52,0,0,,
83804,note_on,,167,0,1,,,,,,,,,,,,60,64,0,,
84029,note_on,,225,0,1,,,,,,,,,,,,60,0,0,,
84029,note_on,,0,0,1,,,,,,,,,,,,72,66,0,,
84051,note_on,,22,0,1,,,,,,,,,,,,69,39,0,,
84071,note_on,,20,0,1,,,,,,,,,,,,72,0,0,,
84099,note_on,,28,0,1,,,,,,,,,,,,69,0,0,,
84248,note_on,,149,0,1,,,,,,,,,,,,69,62,0,,
84264,note_on,,16,0,1,,,,,,,,,,,,72,61,0,,
84284,note_on,,20,0,1,,,,,,,,,,,,69,0,0,,
84302,note_on,,18,0,1,,,,,,,,,,,,72,0,0,,
84508,note_on,,206,0,1,,,,,,,,,,,,41,70,0,,
84538,note_on,,30,0,1,,,,,,,,,,,,45,0,0,,
84719,note_on,,181,0,1,,,,,,,,,,,,69,65,0,,
84926,note_on,,207,0,1,,,,,,,,,,,,81,83,0,,
84933,note_on,,7,0,1,,,,,,,,,,,,69,0,0,,
84937,note_on,,4,0,1,,,,,,,,,,,,72,77,0,,
84963,note_on,,26,0,1,,,,,,,,,,,,81,0,0,,
84971,note_on,,8,0,1,,,,,,,,,,,,72,0,0,,
85147,note_on,,176,0,1,,,,,,,,,,,,72,97,0,,
85147,note_on,,0,0,1,,,,,,,,,,,,81,94,0,,
85191,note_on,,44,0,1,,,,,,,,,,,,81,0,0,,
85214,note_on,,23,0,1,,,,,,,,,,,,72,0,0,,
85381,note_on,,167,0,1,,,,,,,,,,,,39,89,0,,
85427,note_on,,46,0,1,,,,,,,,,,,,41,0,0,,
85595,note_on,,168,0,1,,,,,,,,,,,,69,101,0,,
85807,note_on,,212,0,1,,,,,,,,,,,,71,86,0,,
85810,note_on,,3,0,1,,,,,,,,,,,,81,96,0,,
85820,note_on,,10,0,1,,,,,,,,,,,,69,0,0,,
85888,note_on,,68,0,1,,,,,,,,,,,,71,0,0,,
85895,note_on,,7,0,1,,,,,,,,,,,,81,0,0,,
86021,note_on,,126,0,1,,,,,,,,,,,,81,109,0,,
86021,note_on,,0,0,1,,,,,,,,,,,,71,92,0,,
86052,note_on,,31,0,1,,,,,,,,,,,,81,0,0,,
